YEAR,DYAD,XIJL,GNPIL,POPIL,POPJL,ALLIAL,DEMDL,DISTANCL,MIDL,CGNPJL,TAUL,STIN,BIALL,MULTIALL
1935,11,5.556965828,10.8108902,4.217594147,3.868489027,0,0,6.364750862,0,10.62271023,0.676317573,3035,0,0
1936,11,5.623763084,10.89025021,4.224640846,3.872865915,0.693147182,0,6.364750862,0,10.66292,0.649308622,3036,0,0.693147182
1937,11,5.647037983,10.95860004,4.231639862,3.877223969,0,0,6.364750862,0,10.69528008,0.274793208,3037,0,0
1938,11,5.521800995,11.08617973,4.242189884,3.881357908,0,0,6.364750862,0.693147182,10.75102997,0.268678308,3038,0,0
1939,11,5.041913033,,4.252913952,3.886909962,0,0,6.364750862,0.693147182,10.73727036,0.416294485,3039,0,0
1947,11,,,3.821660995,3.922369003,0,0,5.765191078,0,10.7276001,0.293121308,3047,0,0
1948,11,4.327871799,,3.844599962,3.932022095,0,0,5.765191078,0,10.75541019,0.290582806,3048,0,0
1949,11,4.626532078,,3.86093998,3.937886,0,0.693147182,5.765191078,0,10.73388004,0.281055301,3049,0,0
1950,11,4.432676792,10.02359009,3.888753891,3.942939997,0,0.693147182,5.765191078,0,10.50002956,0.281055301,3050,0,0
1951,11,5.244352818,10.15252972,3.899343014,3.937495947,0,0.693147182,5.765191078,0,10.52583981,0.277611285,3051,0,0
1952,11,5.308791161,10.26696968,3.905803919,3.940222025,0,0.693147182,5.765191078,0,10.57866001,0.279956698,3052,0,0
1953,11,5.110221863,10.33356953,3.914819002,3.943327904,0,0.693147182,5.765191078,0,10.64381027,0.820523977,3053,0,0
1954,11,5.190492153,10.40005016,3.925729036,3.946810961,0,0.693147182,5.765191078,0,10.69338989,0.777661681,3054,0,0
1955,11,5.369369984,10.53423977,3.935544014,3.950282097,0.693147182,0.693147182,5.765191078,0,10.76581001,0.771156311,3055,0.693147182,0
1956,11,5.556867123,10.61658955,3.989168882,3.954699039,0.693147182,0.693147182,5.765191078,0,10.83211994,0.771315813,3056,0.693147182,0
1957,11,5.633745193,10.66539001,4.001132011,3.959479094,0.693147182,0.693147182,5.765191078,0,10.85268974,0.765263796,3057,0.693147182,0
1958,11,5.644410133,10.7070303,4.012591839,3.963665962,0.693147182,0.693147182,5.765191078,0,10.86851978,0.7752949,3058,0.693147182,0
1959,11,5.769096851,10.78363037,4.023207188,3.96953702,0.693147182,0.693147182,5.765191078,0,10.91011047,0.781854272,3059,0.693147182,0
1960,11,6.012047768,10.95926952,4.033000946,3.977248907,0.693147182,0.693147182,5.765191078,0,10.9509201,0.782035887,3060,0.693147182,0
1961,11,6.031711102,11.08028984,4.04620409,3.985459089,0.693147182,0.693147182,5.765191078,0,11.00673962,0.782067776,3061,0.693147182,0
1962,11,5.940951824,11.15594959,4.057681084,3.994339943,0.693147182,0.693147182,5.765191078,0,11.04440022,0.782111108,3062,0.693147182,0
1963,11,6.055922985,11.20536995,4.067143917,4.000583172,0.693147182,0.693147182,5.765191078,0,11.09679985,0.782124519,3063,0.693147182,0
1964,11,6.249400139,11.28724957,4.077029228,4.007152081,0.693147182,0.693147182,5.765191078,0,11.16948032,0.782143772,3064,0.693147182,0
1965,11,6.257232189,11.35157967,4.087991238,4.01367712,0.693147182,0.693147182,5.765191078,0,11.22496033,0.78215611,3065,0.693147182,0
1966,11,6.339920998,11.39686203,4.102643013,4.016383171,0.693147182,0.693147182,5.765191078,0,11.28271198,0.782185018,3066,0.693147182,0
1967,11,6.413294792,11.37910938,4.108739853,4.021773815,0.693147182,0.693147182,5.765191078,0,11.28797054,0.782190502,3067,0.693147182,0
1968,11,6.519147873,11.41561699,4.113656998,4.026244164,0.693147182,0.693147182,5.765191078,0,11.18843937,0.782206476,3068,0.693147182,0
1969,11,6.620938778,11.49916935,4.118061066,4.030160904,0.693147182,0.693147182,5.765191078,0,11.21091557,0.782206476,3069,0.693147182,0
1970,11,6.600796223,11.62935543,4.12244606,4.032824039,0.693147182,0.693147182,5.765191078,0,11.24905109,0.768880129,3070,0.693147182,0
1971,11,6.80740881,11.74022675,4.131801128,4.036186218,0.693147182,0.693147182,5.765191078,0,11.32713032,0.768967986,3071,0.693147182,0
1972,11,7.121576786,11.87940216,4.137883186,4.039184093,0.693147182,0.693147182,5.765191078,0,11.43254185,0.778827727,3072,0.693147182,0
1973,11,7.426528931,12.12407494,4.142658234,4.041471004,0.693147182,0.693147182,5.765191078,0,11.49976158,0.778832614,3073,0.693147182,0
1974,11,7.614603996,12.11191177,4.143768787,4.041646957,0.693147182,0.693147182,5.765191078,0,11.4718647,0.778837502,3074,0.693147182,0
1975,11,7.491156101,12.1172142,4.140432835,4.041296005,0.693147182,0.693147182,5.765191078,0,11.95674133,0.778853416,3075,0.693147182,0
1976,11,7.598931789,12.12826061,4.135325909,4.041120052,0.693147182,0.693147182,5.765191078,0,11.45777035,0.778855503,3076,0.693147182,0
1977,11,7.899617195,12.20745277,3.991758108,4.040415764,0.693147182,0.693147182,5.765191078,0,11.50921631,0.778857589,3077,0.693147182,0
1978,11,8.016934395,12.35624886,4.13212204,4.040239811,0.693147182,0.693147182,5.765191078,0,11.67533875,0.81556952,3078,0.693147182,0
1979,11,8.217429161,12.4153223,4.134205818,4.040944099,0.693147182,0.693147182,5.765191078,0,11.83349037,0.815580785,3079,0.693147182,0
1980,11,8.1866436,12.35539055,4.135807037,4.048823833,0.693147182,0.693147182,5.765191078,0,11.94520855,0.83899498,3080,0.693147182,0
1981,11,8.00127697,12.08365631,4.137722969,4.049172878,0.693147182,0.693147182,5.765191078,0,11.80614376,0.83899498,3081,0.693147182,0
1982,11,8.049118996,11.98375511,4.136765003,4.048474789,0.693147182,0.693147182,5.765191078,0,11.69426727,0.840572119,3082,0.693147182,0
1983,11,8.090579033,11.95366859,4.133244991,4.049172878,0.693147182,0.693147182,5.765191078,0,11.61219883,0.840572119,3083,0.693147182,0
1984,11,8.075616837,11.84368324,4.129229069,4.051959038,0.693147182,0.693147182,5.765191078,0,11.52086067,0.840572119,3084,0.693147182,0
1985,11,8.139356613,11.83285046,4.054911137,4.054911137,0.693147182,0.693147182,5.765191078,0,11.53502178,0.840572119,3085,0.693147182,0
1986,11,8.388296127,12.16557026,4.127295017,4.057853222,0.693147182,0.693147182,5.765191078,0,11.71909714,0.840572119,3086,0.693147182,0
1987,11,8.576704025,12.35071373,4.128584862,4.060616016,0.693147182,0.693147182,5.765191078,0,11.88908005,0.840572119,3087,0.693147182,0
1988,11,8.69243145,12.38266277,4.13388586,4.06319809,0.693147182,0.693147182,5.765191078,0,12.0370636,0.840572119,3088,0.693147182,0
1989,11,8.693651199,12.33858871,4.142975807,4.066459179,0.693147182,0.693147182,5.765191078,0,11.99182796,0.840572119,3089,0.693147182,0
1990,11,8.71400547,12.51727295,4.162469864,4.070052147,0.693147182,0.693147182,5.765191078,0,12.0887394,,3090,0.693147182,0
1907,12,5.902984142,10.08710957,4.143292904,4.477336884,0,0,8.338544846,0,11.17553043,0.290293008,3107,0,0
1908,12,5.688389778,10.11042976,4.156692982,4.496470928,0,0,8.338544846,0,11.11835957,0.277642012,3108,0,0
1909,12,5.854988098,10.14536953,4.170070171,4.516338825,0,0,8.338544846,0,11.30548954,0.278732687,3109,0,0
1910,12,5.858901024,10.13743019,4.183117867,4.536890984,0,0,8.338544846,0,11.32497025,0.291835606,3110,0,0
1911,12,5.869441986,10.18642998,4.195095062,4.55282402,0,0,8.338544846,0,11.33903027,0.291835606,3111,0,0
1912,12,5.920170784,10.2198,4.206929207,4.567468166,0,0,8.338544846,0,11.40023994,0.291083395,3112,0,0
1913,12,5.917313099,10.21259975,4.219213009,4.587006092,0,0,8.338544846,0,11.38288021,0.291083395,3113,0,0
1920,12,,,,4.677491188,0,0.693147182,8.338544846,0,11.57841969,0.309609294,3120,0,0
1921,12,,,,4.695925236,0,0.693147182,8.338544846,0,11.4197197,0.309823692,3121,0,0
1922,12,,,4.141545773,4.710431099,0,0.693147182,8.338544846,0,11.54726028,0.310030907,3122,0,0
1923,12,5.046131134,,4.148043156,4.727387905,0,0.693147182,8.338544846,0,11.66767025,0.310030907,3123,0,0
1924,12,5.080536842,,4.154183865,4.745800972,0,0.693147182,8.338544846,0,11.66022015,0.310030907,3124,0,0
1925,12,5.260974884,9.969902039,4.14962101,4.760463238,0,0.693147182,8.338544846,0,11.72912025,0.310231209,3125,0,0
1926,12,5.460531235,9.933625221,4.168679237,4.774068832,0,0.693147182,8.338544846,0,11.76218987,0.305447012,3126,0,0
1927,12,5.519408226,10.15692043,4.174695015,4.787491798,0,0.693147182,8.338544846,0,11.75899029,0.305715799,3127,0,0
1928,12,5.559735775,10.21440983,4.1803689,4.799913883,0,0.693147182,8.338544846,0,11.79172039,0.305715799,3128,0,0
1929,12,5.777360916,10.15896988,4.185708046,4.810556889,0,0.693147182,8.338544846,0,11.85406971,0.305715799,3129,0,0
1930,12,5.959402084,10.60990047,4.190865993,4.821087837,0,0.693147182,8.338544846,0,11.74748039,0.305715799,3130,0,0
1931,12,5.706849098,10.4896698,4.195998192,4.829113007,0,0.693147182,8.338544846,0,11.66510963,0.305715799,3131,0,0
1932,12,5.268608093,10.46037006,4.20050478,4.834692955,0,0.693147182,8.338544846,0,11.50434971,0.305976212,3132,0,0
1933,12,5.189463139,10.62514973,4.19298315,4.841032982,0,0,8.338544846,0,11.51653957,0.295994908,3133,0,0
1934,12,4.705503941,10.70981026,4.210793018,4.847332001,0,0,8.338544846,0,11.63881016,0.29378581,3134,0,0
1935,12,4.770483017,10.8108902,4.217594147,4.854371071,0,0,8.338544846,0,11.71823025,0.29378581,3135,0,0
1936,12,4.769804955,10.89025021,4.224640846,4.86058712,0,0,8.338544846,0,11.8414402,0.140745506,3136,0,0
1937,12,4.924704075,10.95860004,4.231639862,4.86599493,0,0,8.338544846,0,11.89813995,0.190728903,3137,0,0
1938,12,4.659303188,11.08617973,4.242189884,4.873670101,0,0,8.338544846,0,11.85272026,0.172923505,3138,0,0
1939,12,4.44618988,,4.252913952,4.882043839,0,0,8.338544846,0,11.93398952,0.106316298,3139,0,0
1947,12,,,3.821660995,4.977423191,0,0,8.291045189,0,12.39752007,0.26299119,3147,0,0
1948,12,3.427395105,,3.844599962,4.994505882,0,0,8.291045189,0,12.43155003,0.266895205,3148,0,0
1949,12,3.774904013,,3.86093998,5.011968136,0,0.693147182,8.291045189,0,12.43704987,0.250824213,3149,0,0
1950,12,4.605676174,10.02359009,3.888753891,5.032396793,0,0.693147182,8.291045189,0,12.53682995,0.250824213,3150,0,0
1951,12,5.362808228,10.15252972,3.899343014,5.04921484,0,0.693147182,8.291045189,0,12.60309982,0.2432134,3151,0,0
1952,12,5.397472858,10.26696968,3.905803919,5.066384792,0,0.693147182,8.291045189,0,12.63191032,0.244657993,3152,0,0
1953,12,5.563796043,10.33356953,3.914819002,5.082645893,0,0.693147182,8.291045189,0,12.67788029,0.641073585,3153,0,0
1954,12,5.546537876,10.40005016,3.925729036,5.099865913,0,0.693147182,8.291045189,0,12.67405987,0.635754108,3154,0,0
1955,12,5.818864822,10.53423977,3.935544014,5.117394924,0.693147182,0.693147182,8.291045189,0,12.76381016,0.636496723,3155,0.693147182,0
1956,12,6.056096077,10.61658955,3.989168882,5.135210037,0.693147182,0.693147182,8.291045189,0,12.80125999,0.638587177,3156,0.693147182,0
1957,12,6.204614162,10.66539001,4.001132011,5.153292179,0.693147182,0.693147182,8.291045189,0,12.81688976,0.639876723,3157,0.693147182,0
1958,12,6.235926151,10.7070303,4.012591839,5.169916153,0.693147182,0.693147182,8.291045189,0,12.80430031,0.640492916,3158,0.693147182,0
1959,12,6.588592052,10.78363037,4.023207188,5.186267853,0.693147182,0.693147182,8.291045189,0,12.87666035,0.639876723,3159,0.693147182,0
1960,12,6.561469078,10.95926952,4.033000946,5.202356815,0.693147182,0.693147182,8.291045189,0,12.90001011,0.648751378,3160,0.693147182,0
1961,12,6.517958164,11.08028984,4.04620409,5.218732834,0.693147182,0.693147182,8.291045189,0,12.92339993,0.650236487,3161,0.693147182,0
1962,12,6.619924068,11.15594959,4.057681084,5.234312057,0.693147182,0.693147182,8.291045189,0,12.98703957,0.652230322,3162,0.693147182,0
1963,12,6.694809914,11.20536995,4.067143917,5.248075962,0.693147182,0.693147182,8.291045189,0,13.0288496,0.657956123,3163,0.693147182,0
1964,12,6.81452322,11.28724957,4.077029228,5.262172222,0.693147182,0.693147182,8.291045189,0,13.08257961,0.658778489,3164,0.693147182,0
1965,12,6.972836971,11.35157967,4.087991238,5.274537086,0.693147182,0.693147182,8.291045189,0,13.14529991,0.659300208,3165,0.693147182,0
1966,12,7.168776035,11.39686203,4.102643013,5.286042213,0.693147182,0.693147182,8.291045189,0,13.2372961,0.637787879,3166,0.693147182,0
1967,12,7.228754997,11.37910938,4.108739853,5.29686594,0.693147182,0.693147182,8.291045189,0,13.26298046,0.633044779,3167,0.693147182,0
1968,12,7.508529186,11.41561699,4.113656998,5.306830883,0.693147182,0.693147182,8.291045189,0,13.31003571,0.633920014,3168,0.693147182,0
1969,12,7.461461067,11.49916935,4.118061066,5.316549778,0.693147182,0.693147182,8.291045189,0,13.33168983,0.633920014,3169,0.693147182,0
1970,12,7.541051865,11.62935543,4.12244606,5.328118801,0.693147182,0.693147182,8.291045189,0,13.32818794,0.620507419,3170,0.693147182,0
1971,12,7.684200764,11.74022675,4.131801128,5.340705872,0.693147182,0.693147182,8.291045189,0,13.3677702,0.622044384,3171,0.693147182,0
1972,12,7.793064117,11.87940216,4.137883186,5.351384163,0.693147182,0.693147182,8.291045189,0,13.43190956,0.622044384,3172,0.693147182,0
1973,12,8.007227898,12.12407494,4.142658234,5.360868931,0.693147182,0.693147182,8.291045189,0,13.48543644,0.622622311,3173,0.693147182,0
1974,12,8.067622185,12.11191177,4.143768787,5.369939804,0.693147182,0.693147182,8.291045189,0,13.45992374,0.623180628,3174,0.693147182,0
1975,12,7.750623226,12.1172142,4.140432835,5.379758835,0.693147182,0.693147182,8.291045189,0,13.45372391,0.624994874,3175,0.693147182,0
1976,12,7.766637802,12.12826061,4.135325909,5.389254093,0.693147182,0.693147182,8.291045189,0,13.50748348,0.625237823,3176,0.693147182,0
1977,12,7.931201935,12.20745277,4.133564949,5.399248123,0.693147182,0.693147182,8.291045189,0,13.55597878,0.625476778,3177,0.693147182,0
1978,12,8.194671631,12.35624886,4.13212204,5.409813881,0.693147182,0.693147182,8.291045189,0,13.60511112,0.63259542,3178,0.693147182,0
1979,12,8.203934669,12.4153223,4.134205818,5.420800209,0.693147182,0.693147182,8.291045189,0,13.60959148,0.632827282,3179,0.693147182,0
1980,12,8.119668961,12.35539055,4.135807037,5.432672977,0.693147182,0.693147182,8.291045189,0,13.5673399,0.632827282,3180,0.693147182,0
1981,12,7.994606972,12.08365631,4.137722969,5.442158222,0.693147182,0.693147182,8.291045189,0,13.58034039,0.632827282,3181,0.693147182,0
1982,12,7.943036079,11.98375511,4.136765003,5.451767921,0.693147182,0.693147182,8.291045189,0,13.55728531,0.635260582,3182,0.693147182,0
1983,12,8.009439468,11.95366859,4.133244991,5.460861206,0.693147182,0.693147182,8.291045189,0,13.60276031,0.635260582,3183,0.693147182,0
1984,12,8.216608047,11.84368324,4.129229069,5.469620228,0.693147182,0.693147182,8.291045189,0,13.66209412,0.635260582,3184,0.693147182,0
1985,12,8.329502106,11.83285046,4.126649857,5.47851181,0.693147182,0.693147182,8.291045189,0,13.69084549,0.635260582,3185,0.693147182,0
1986,12,8.603208542,12.16557026,4.127295017,5.487615108,0.693147182,0.693147182,8.291045189,0,13.72589111,0.635260582,3186,0.693147182,0
1987,12,8.656134605,12.35071373,4.128584862,5.496511936,0.693147182,0.693147182,8.291045189,0,13.75089836,0.635260582,3187,0.693147182,0
1988,12,8.547030449,12.38266277,4.13388586,5.50557518,0.693147182,0.693147182,8.291045189,0,13.78766251,0.635260582,3188,0.693147182,0
1989,12,8.453648567,12.33858871,4.142975807,5.514799118,0.693147182,0.693147182,8.291045189,0,13.8078289,0.635260582,3189,0.693147182,0
1990,12,8.55712986,12.51727295,4.162469864,5.525094986,0.693147182,0.693147182,8.291045189,0,13.80672073,,3190,0.693147182,0
1907,13,4.51016283,9.145785332,3.572627068,3.695606947,0.693147182,0,6.535241127,0,9.773479462,0.497347891,3207,0,0.693147182
1908,13,4.575161934,9.14350605,3.580459118,3.698086977,0.693147182,0,6.535241127,0,9.772117615,0.498948306,3208,0,0.693147182
1909,13,4.544451237,9.217765808,3.56133008,3.699572086,0.693147182,0.693147182,6.535241127,0,9.839673042,0.572371781,3209,0,0.693147182
1910,13,4.599223137,9.184241295,3.570940018,3.702289104,0.693147182,0.693147182,6.535241127,0,9.818685532,0.572371781,3210,0,0.693147182
1911,13,4.543190002,9.274559975,3.574310064,3.69461298,0.693147182,0.693147182,6.535241127,0,9.913754463,0.572371781,3211,0,0.693147182
1912,13,4.585505009,9.290717125,3.587677002,3.705491066,0.693147182,0.693147182,6.535241127,0.693147182,9.970170975,0.570775628,3212,0,0.693147182
1913,13,4.6001091,9.300369263,3.590162992,3.707947016,0.693147182,0.693147182,6.535241127,0,9.949394226,0.570775628,3213,0,0.693147182
1920,13,4.628149986,8.909667015,3.620064974,3.688879013,0,0,6.535241127,0,9.621290207,0.304198414,3220,0,0
1921,13,4.012752056,8.782664299,3.669950962,3.694861889,0,0,6.535241127,0,9.475878716,0.300301999,3221,0,0
1922,13,4.519021988,9.018116951,3.673003912,3.699325085,0,0,6.535241127,0,9.788370132,0.300676912,3222,0,0
1923,13,4.613184929,9.054245949,3.679838896,3.710640907,0,0,6.535241127,0,9.665275574,0.300676912,3223,0,0
1924,13,4.697583199,9.050902367,3.687128067,3.721105099,0,0,6.535241127,0,9.651626587,0.468586713,3224,0,0
1925,13,4.68539381,9.161883354,3.696352005,3.728100061,0,0,6.535241127,0,9.663784981,0.469335496,3225,0,0
1926,13,4.696778774,9.181241989,3.704507113,3.734570026,0,0,6.535241127,0,9.537965775,0.522673786,3226,0,0
1927,13,4.502277851,9.330069542,3.713572025,3.73623991,0,0,6.535241127,0,9.685836792,0.577314317,3227,0,0
1928,13,4.590545177,9.372562408,3.723038912,3.738858938,0,0,6.535241127,0,9.778189659,0.447438806,3228,0,0
1929,13,4.544300079,9.363854408,3.730741024,3.743130922,0,0,6.535241127,0,9.824456215,0.447438806,3229,0,0
1930,13,5.042130947,9.794563293,3.740047932,3.752089024,0,0,6.535241127,0,10.34107971,0.524321675,3230,0,0
1931,13,5.025607109,9.730145454,3.741945982,3.7579391,0,0,6.535241127,0,10.32318974,0.376031399,3231,0,0
1932,13,4.354125977,9.763133049,3.755603075,3.7579391,0,0,6.535241127,0,10.31470013,0.363076001,3232,0,0
1933,13,4.304803848,9.765895844,3.763523102,3.758639097,0.693147182,0,6.535241127,0,10.30121994,0.625545084,3233,0,0.693147182
1934,13,3.989959002,9.705900192,3.771610975,3.760036945,0.693147182,0,6.535241127,0,10.18739033,0.607607305,3234,0,0.693147182
1935,13,3.782829046,9.744750977,3.779633999,3.75980401,0.693147182,0,6.535241127,0,10.04539967,0.607607305,3235,0,0.693147182
1936,13,3.14082098,9.598442078,3.78237009,3.759104967,0.693147182,0,6.535241127,0,10.12355042,0.607607305,3236,0,0.693147182
1937,13,3.659085989,9.503846169,3.793689966,3.759571075,0.693147182,0,6.535241127,0,10.02120018,0.60760963,3237,0,0.693147182
1938,13,3.38873601,9.580597878,3.801762104,3.760268927,0.693147182,0,6.535241127,0,9.885046005,0.640404582,3238,0,0.693147182
1939,13,3.114886045,9.683844566,3.812423944,3.758872032,0,0,6.535241127,0,,0.50400883,3239,0,0
1947,13,2.439605951,9.551391602,3.850997925,3.730021,0,0.693147182,6.535241127,0,,0.303822905,3247,0,0
1948,13,3.759897947,9.58733654,3.858200073,3.74028492,0,0.693147182,6.535241127,0,,0.299412102,3248,0,0
1949,13,4.145887852,9.599509239,3.859466076,3.749032974,0.693147182,0.693147182,6.535241127,0,10.30998993,0.867156684,3249,0.693147182,0
1950,13,4.635076046,9.602610588,3.866398096,3.757472038,0.693147182,0.693147182,6.535241127,0,10.24938965,0.867156684,3250,0.693147182,0
1951,13,4.901997089,9.688302994,3.873281956,3.764914036,0.693147182,0.693147182,6.535241127,0,10.37572002,0.867156684,3251,0.693147182,0
1952,13,4.395040989,9.805484772,3.878465891,3.771841049,0.693147182,0.693147182,6.535241127,0,10.5176096,0.867156684,3252,0.693147182,0
1953,13,4.245934963,9.894318581,3.883829117,3.77849102,0.693147182,0.693147182,6.535241127,0,10.55263042,0.867156684,3253,0.693147182,0
1954,13,4.446443081,9.94690609,3.872658014,3.785552025,0.693147182,0.693147182,6.535241127,0,10.60540962,0.812808692,3254,0.693147182,0
1955,13,4.559574127,10.04654026,3.879292965,3.793915033,0.693147182,0.693147182,6.535241127,0,10.67576027,0.812756121,3255,0.693147182,0
1956,13,4.892545223,10.12390995,3.884856939,3.803101063,0.693147182,0.693147182,6.535241127,0,10.76716042,0.81260711,3256,0.693147182,0
1957,13,4.909401894,10.17035961,3.890391111,3.813528061,0.693147182,0.693147182,6.535241127,0,10.79436016,0.812514603,3257,0.693147182,0
1958,13,4.706260204,10.19569016,3.898329973,3.824065924,0.693147182,0.693147182,6.535241127,0,10.77869987,0.812470198,3258,0.693147182,0
1959,13,4.97787714,10.24475956,3.903990984,3.8338449,0.693147182,0.693147182,6.535241127,0,10.70092964,0.812514603,3259,0.693147182,0
1960,13,5.388471127,10.33854008,3.911422968,3.843316078,0.693147182,0.693147182,6.535241127,0,10.78606987,0.811864614,3260,0.693147182,0
1961,13,5.526150227,10.43328953,3.915218115,3.853545904,0.693147182,0.693147182,6.535241127,0,10.86067009,0.811753511,3261,0.693147182,0
1962,13,5.812538147,10.54656982,3.92316103,3.871201038,0.693147182,0.693147182,6.535241127,0,10.96173954,0.811603427,3262,0.693147182,0
1963,13,5.998710155,10.68402958,3.930648088,3.888753891,0.693147182,0.693147182,6.535241127,0,11.06529999,0.811557174,3263,0.693147182,0
1964,13,6.199693203,10.74514961,3.940416098,3.900152922,0.693147182,0.693147182,6.535241127,0,11.15536976,0.811491311,3264,0.693147182,0
1965,13,6.315303802,10.82505989,3.948162079,3.907211065,0.693147182,0.693147182,6.535241127,0,11.20884991,0.81144923,3265,0.693147182,0
1966,13,6.515766144,10.82427692,3.976499081,3.915218115,0.693147182,0.693147182,6.535241127,0,11.26590443,0.711764276,3266,0.693147182,0
1967,13,6.604135036,10.88820362,3.982853889,3.922962904,0.693147182,0.693147182,6.535241127,0,11.3122921,0.711818874,3267,0.693147182,0
1968,13,6.759016037,10.92741013,3.988799095,3.930058956,0.693147182,0.693147182,6.535241127,0,11.3530035,0.711977482,3268,0.693147182,0
1969,13,6.989984035,10.97248554,3.994891882,3.938081026,0.693147182,0.693147182,6.535241127,0,11.38237667,0.711977482,3269,0.693147182,0
1970,13,6.926255226,11.09936333,4.001132011,3.946810961,0.693147182,0.693147182,6.535241127,0,11.37944221,0.712028623,3270,0.693147182,0
1971,13,7.072363853,11.14787102,4.007514954,3.956039906,0.693147182,0.693147182,6.535241127,0,11.44683743,0.705059826,3271,0.693147182,0
1972,13,7.293919086,11.26399899,4.014760017,3.96461606,0.693147182,0.693147182,6.535241127,0,11.61673927,0.705059826,3272,0.693147182,0
1973,13,7.435587883,11.39189339,4.021773815,3.972742081,0.693147182,0.693147182,6.535241127,0,11.81807137,0.705140889,3273,0.693147182,0
1974,13,7.509245872,11.4087162,4.027135849,3.979495049,0.693147182,0.693147182,6.535241127,0,11.77706051,0.705219686,3274,0.693147182,0
1975,13,7.605093002,11.44056702,4.032468796,3.98508811,0.693147182,0.693147182,6.535241127,0,11.94099998,0.705477715,3275,0.693147182,0
1976,13,7.747460842,11.37114716,4.037774086,3.987315893,0.693147182,0.693147182,6.535241127,0,11.90230751,0.705512404,3276,0.693147182,0
1977,13,7.81879282,11.45965385,4.041821957,3.991758108,0.693147182,0.693147182,6.535241127,0,11.93252373,0.705546677,3277,0.693147182,0
1978,13,7.961937904,11.59337521,4.045330048,3.995995998,0.693147182,0.693147182,6.535241127,0,12.07424068,0.748874128,3278,0.693147182,0
1979,13,8.145629883,11.71034527,4.048126221,4.000216961,0.693147182,0.693147182,6.535241127,0,12.15432072,0.748924911,3279,0.693147182,0
1980,13,8.115345955,11.77138329,4.05056715,4.005148888,0.693147182,0.693147182,6.535241127,0,12.15812111,0.729187012,3280,0.693147182,0
1981,13,7.880586147,11.56177521,4.051959038,4.010601044,0.693147182,0.693147182,6.535241127,0,11.93113518,0.729187012,3281,0.693147182,0
1982,13,7.905733109,11.49647808,4.054216862,4.016023159,0.693147182,0.693147182,6.535241127,0,11.81682491,0.73854363,3282,0.693147182,0
1983,13,7.8323102,11.49878216,4.057681084,4.02051878,0.693147182,0.693147182,6.535241127,0,11.73069286,0.73854363,3283,0.693147182,0
1984,13,7.74947691,11.44649029,4.060442924,4.024457932,0.693147182,0.693147182,6.535241127,0,11.61063766,0.73854363,3284,0.693147182,0
1985,13,7.789080143,11.44514847,4.062853813,4.028382778,0.693147182,0.693147182,6.535241127,0,11.65275002,0.73854363,3285,0.693147182,0
1986,13,8.089930534,11.76714993,4.064743996,4.032291889,0.693147182,0.693147182,6.535241127,0,11.96384621,0.73854363,3286,0.693147182,0
1987,13,8.272852898,11.96102619,4.066287994,4.036539078,0.693147182,0.693147182,6.535241127,0,12.12354851,0.73854363,3287,0.693147182,0
1988,13,8.347149849,12.01764202,4.068000793,4.040944099,0.693147182,0.693147182,6.535241127,0,12.1594696,0.73854363,3288,0.693147182,0
1989,13,8.373204231,12.00299644,4.069709778,4.045855045,0.693147182,0.693147182,6.535241127,0,12.11492252,0.73854363,3289,0.693147182,0
1990,13,8.515060425,12.1795063,4.071757793,4.055777073,0.693147182,0.693147182,6.535241127,0,12.27282906,0.7291255,3290,0.693147182,0
1907,14,4.925236225,9.145785332,3.572627068,4.143292904,0,0,6.601230145,0,10.08710957,0.76395762,3307,0,0
1908,14,4.756575108,9.14350605,3.580459118,4.156692982,0,0,6.601230145,0,10.11042976,0.764050782,3308,0,0
1909,14,4.974247932,9.217765808,3.56133008,4.170070171,0,0,6.601230145,0,10.14536953,0.734508991,3309,0,0
1910,14,4.892323017,9.184241295,3.570940018,4.183117867,0,0,6.601230145,0,10.13743019,0.734508991,3310,0,0
1911,14,4.91906023,9.274559975,3.574310064,4.195095062,0,0,6.601230145,0,10.18642998,0.734508991,3311,0,0
1912,14,4.969993114,9.290717125,3.587677002,4.206929207,0,0,6.601230145,0,10.2198,0.734476805,3312,0,0
1913,14,4.992134094,9.300369263,3.590162992,4.219213009,0,0,6.601230145,0,10.21259975,0.734476805,3313,0,0
1920,14,3.563674927,8.909667015,3.620064974,,0,0,6.601230145,0,,0.309609294,3320,0,0
1921,14,3.843907118,8.782664299,3.669950962,,0,0,6.601230145,0,,0.309823692,3321,0,0
1922,14,4.18386507,9.018116951,3.673003912,4.141545773,0,0,6.601230145,0,,0.310030907,3322,0,0
1923,14,3.806660891,9.054245949,3.679838896,4.148043156,0,0,6.601230145,0,,0.310030907,3323,0,0
1924,14,4.546486855,9.050902367,3.687128067,4.154183865,0,0,6.601230145,0,,0.300861895,3324,0,0
1925,14,4.685883999,9.161883354,3.696352005,4.14962101,0,0,6.601230145,0,9.969902039,0.301218003,3325,0,0
1926,14,4.744441986,9.181241989,3.704507113,4.168679237,0,0,6.601230145,0,9.933625221,0.283533812,3326,0,0
1927,14,5.050921917,9.330069542,3.713572025,4.174695015,0,0,6.601230145,0,10.15692043,0.280269712,3327,0,0
1928,14,4.89730978,9.372562408,3.723038912,4.1803689,0,0,6.601230145,0,10.21440983,0.2765643,3328,0,0
