crisis,crisname,year,chall,def,chalwin3,chalwin4,relcapbl,rlstake3,relres4,chalnuke,defnukes,allycpbl,chaldemc,defdemoc,demcapbl,joinreg,audresq4,audadvsq,allies,chalmajr,defmajor,chaliss,defiss,chalcpbl,defcapbl,chpowicb,dfpowicb,nwsevvio,nwcenvio,chalmgt,defmgt,deftrigr,dfmajres
347,"Operat",1983,540,560,2,3,.0987459,-1,0,0,0,0,4,15,5.924753,60,0,121,0,0,0,1,4,.000811,.007402,2,3,3,3,7,7,8,8
345,"Maiten",1983,571,552,2,3,.0625,-1,-2,0,0,0,21,12,15.75,252,-162,81,0,0,0,1,4,.000072,.00108,1,2,2,2,1,7,6,2
342,"Chad/L",1983,620,220,2,3,.0839243,0,1,0,1,0,4,19,6.378246,76,225,225,0,0,1,2,2,.001787,.019506,2,3,2,2,7,6,6,3
342,"Chad/L",1983,620,483,2,2,.8725586,-1,0,0,0,.8725586,4,2,6.980469,8,0,4,1,0,0,2,4,.001787,.000261,2,1,2,2,7,7,8,8
340,"LIBYA",1983,620,625,1,1,.5403689,-1,0,0,0,.5403689,4,4,8.645903,16,0,0,1,0,0,2,4,.001787,.00152,2,1,1,1,6,4,6,6
340,"LIBYA",1983,620,651,1,1,.1866318,0,0,0,0,.1866318,4,6,4.479164,24,0,4,1,0,0,2,2,.001787,.007788,2,3,1,1,6,6,6,6
354,"NICARA",1984,2,93,2,2,.995509,-1,1,1,0,.995509,21,10,209.0569,210,121,121,1,1,0,2,4,.159159,.000718,4,1,1,1,6,1,3,2
350,"OMDURM",1984,620,625,1,1,.5617788,-1,1,0,0,.5617788,4,4,8.988461,16,0,0,1,0,0,2,4,.001996,.001557,2,1,1,1,7,6,6,2
350,"OMDURM",1984,620,651,1,1,.2111946,0,1,0,0,.2111946,4,6,5.06867,24,4,4,1,0,0,2,2,.001996,.007455,2,3,1,1,7,6,6,2
348,"BASRA-",1984,630,670,1,1,.6526706,0,0,0,0,0,5,1,3.263353,5,0,16,0,0,0,1,1,.012684,.00675,3,2,2,3,7,7,8,1
348,"BASRA-",1984,630,690,3,4,.9435394,0,3,0,0,0,5,3,14.15309,15,12,4,0,0,0,1,1,.012684,.000759,3,1,2,3,8,1,3,2
352,"SINO/V",1984,710,816,2,2,.9008247,1,0,1,0,0,4,4,14.41319,16,0,0,0,1,0,3,2,.117536,.01294,3,2,3,3,8,8,8,8
351,"Viet./",1984,800,816,2,2,.2763673,1,-1,0,0,0,13,4,14.3711,52,-81,81,0,0,0,3,2,.004942,.01294,2,3,2,2,7,8,8,8
353,"THREE",1984,812,800,2,3,.0915441,1,0,0,0,0,4,13,4.760294,52,0,81,0,0,0,3,1,.000498,.004942,1,2,2,3,7,7,8,1
359,"BURKIN",1985,439,432,2,2,.4974555,0,0,0,0,.4974555,4,4,7.959288,16,0,0,1,0,0,4,3,.000391,.000395,1,1,3,3,8,8,8,8
360,"LESOTH",1985,560,570,3,4,.9916248,-1,2,0,0,0,15,4,59.49749,60,242,121,0,0,0,1,4,.007696,.000065,3,1,2,3,7,1,3,3
355,"Botswa",1985,571,560,2,2,.0091412,0,-3,0,0,0,21,15,2.87949,315,-108,36,0,0,0,3,4,.000071,.007696,1,3,2,2,1,8,8,2
356,"EXPULS",1985,620,616,1,1,.5892094,-1,0,0,0,0,4,3,7.070513,12,0,1,0,0,0,2,4,.001103,.000769,2,1,1,1,6,4,6,3
357,"AL-BIQ",1985,652,666,1,1,.6175334,0,1,0,1,0,2,21,25.93641,42,361,361,0,0,0,2,2,.004156,.002574,3,3,1,1,6,1,2,2
369,"Contra",1986,2,93,2,2,.9952104,-1,-1,1,0,.9952104,21,10,208.9942,210,-121,121,1,1,0,2,4,.163735,.000788,4,1,1,1,6,7,6,1
369,"Contra",1986,91,93,2,2,.3838937,0,0,0,0,.3838937,16,10,61.42299,160,0,36,1,0,0,3,4,.000491,.000788,1,1,2,2,8,8,8,8
368,"ATTEMP",1986,452,461,1,1,.8280632,-1,0,0,0,0,4,4,13.24901,16,0,0,0,0,0,2,4,.000838,.000174,1,1,2,3,7,7,8,3
365,"Sa Cro",1986,551,560,2,2,.0942317,-1,-1,0,0,0,2,15,2.826952,30,-169,169,0,0,0,1,4,.000758,.007286,1,3,2,2,7,8,8,3
365,"Sa Cro",1986,552,560,2,2,.1207916,0,-1,0,0,0,12,15,21.74249,180,-9,9,0,0,0,3,4,.001001,.007286,1,3,2,2,7,8,8,3
367,"Mozamb",1986,553,541,1,1,.2961757,-1,0,0,0,0,2,4,2.369406,8,0,4,0,0,0,1,4,.000364,.000865,1,1,1,1,1,1,2,2
363,"GULF O",1986,620,2,1,1,.0075283,1,0,0,1,0,4,21,.6323791,84,0,289,0,0,1,3,2,.001242,.163735,2,4,3,4,8,8,8,8
370,"Chad/L",1986,620,220,2,2,.0543022,1,1,0,1,0,4,19,4.126967,76,225,225,0,0,1,3,2,.001242,.02163,2,3,2,2,7,6,6,3
362,"CHAD/L",1986,620,220,2,2,.0543022,1,0,0,1,0,4,20,4.344176,80,0,256,0,0,1,3,2,.001242,.02163,2,3,3,4,8,8,8,8
370,"Chad-L",1986,620,483,1,1,.7821159,0,0,0,0,.7821159,4,2,6.256927,8,0,4,1,0,0,3,4,.001242,.000346,3,1,4,3,7,7,8,8
366,"REBEL",1986,625,500,1,1,.6632981,0,0,0,0,0,18,4,47.75747,72,0,196,0,0,0,4,3,.001444,.000733,1,1,2,3,7,7,2,2
364,"AL-DIB",1986,632,692,2,3,,0,2,0,0,,,1,,,,,0,,0,3,3,,.000213,1,1,1,1,7,1,3,3
377,"CAMERO",1987,471,475,1,1,.0876296,0,0,0,0,0,3,4,1.051556,12,0,1,0,0,0,3,3,.0006,.006247,1,3,1,1,4,4,2,2
382,"KENYA/",1987,500,501,2,3,.4171551,0,0,0,0,0,4,4,6.674481,16,0,0,0,0,0,1,1,.000783,.001094,1,2,2,2,1,1,8,3
373,"TODGHE",1987,530,520,2,2,.829981,0,0,0,0,0,3,4,9.959772,12,0,1,0,0,0,3,3,.00392,.000803,2,1,3,4,7,7,8,3
380,"S.Afri",1987,540,560,2,3,.1162791,-1,0,0,0,0,4,15,6.976744,60,0,121,0,0,0,1,4,.00099,.007524,2,3,3,3,7,7,8,8
376,"AEGEAN",1987,640,350,2,2,.7957668,0,0,0,0,.7957668,19,21,317.511,399,0,4,1,0,0,1,1,.012219,.003136,2,2,1,1,1,1,2,6
371,"SINO/V",1987,710,816,2,2,.8837287,0,0,1,0,0,4,4,14.13966,16,0,0,0,1,0,3,3,.100586,.013234,3,3,3,4,8,8,8,8
378,"INDIA",1987,750,780,2,3,.9830177,-1,0,1,0,0,21,14,289.0072,294,0,49,0,0,0,2,4,.059737,.001032,3,1,1,1,1,1,5,2
372,"PUNJAB",1987,770,750,2,2,.1259492,0,0,0,1,0,7,19,16.75125,133,0,144,0,0,0,3,3,.008608,.059737,2,3,1,1,4,4,6,3
381,"THREE",1987,812,800,2,3,.110499,0,0,0,0,0,4,13,5.74595,52,0,81,0,0,0,3,3,.000682,.00549,1,2,3,3,7,7,8,8
384,"SPRATL",1988,710,816,2,2,.8960863,0,0,1,0,0,4,4,14.33738,16,0,0,0,1,0,3,3,.100238,.011624,3,3,3,3,7,7,8,6
391,"INVASI",1989,2,95,3,4,.9984151,-1,1,1,0,.9984151,21,3,377.4009,63,324,324,1,1,0,2,4,.183313,.000291,4,1,3,3,8,7,8,8
386,"LIBYAN",1989,2,620,2,2,.9917066,0,2,1,0,0,21,4,83.30335,84,578,289,0,1,0,2,2,.183313,.001533,4,2,2,2,7,1,2,3
389,"Contra",1989,91,93,2,3,.2881866,-1,0,0,0,.2881866,16,16,73.77577,256,0,0,1,0,0,1,4,.000383,.000946,1,1,2,2,7,7,8,8
390,"GALTAT",1989,615,600,2,2,.5000882,-1,1,0,0,.5000882,12,6,36.00635,72,36,36,1,0,0,2,4,.002836,.002835,2,2,3,3,8,7,8,8
394,"RWANDA",1990,500,517,2,3,.7858533,-1,0,0,0,.7858533,4,4,12.57365,16,0,0,1,0,0,1,4,.001211,.00033,1,1,3,3,7,7,8,8
393,"GULF W",1990,645,2,1,1,.0558787,1,0,0,1,0,2,21,2.346905,42,0,361,0,0,1,3,2,.010818,.18278,3,4,4,4,7,7,8,8
393,"GULF W",1990,645,200,1,1,.2625664,1,0,0,1,0,2,21,11.02779,42,0,361,0,0,1,3,2,.010818,.030383,3,3,4,4,7,7,8,8
393,"GULF W",1990,645,220,3,4,.3013287,1,0,0,1,0,2,20,12.05315,40,0,324,0,0,1,3,2,.010818,.025083,3,3,4,4,7,7,8,8
393,"GULF W",1990,645,651,1,1,.5335635,1,0,0,0,.5335635,2,2,2.134254,4,0,0,1,0,0,3,2,.010818,.009457,3,2,4,4,7,7,8,8
393,"GULF W",1990,645,652,1,1,.7125543,1,0,0,0,.7125543,2,2,2.850217,4,0,0,1,0,0,3,2,.010818,.004364,3,2,4,4,7,7,8,8
393,"GULF W",1990,645,666,1,1,.6406333,-2,2,0,1,0,2,20,25.62533,40,648,324,0,0,0,2,5,.007202,.00404,3,2,2,3,8,6,6,8
393,"GULF W",1990,645,670,1,1,.537674,1,0,0,0,.537674,2,1,1.075348,2,0,1,1,0,0,3,2,.010818,.009302,3,2,4,4,7,7,8,8
393,"GULF W",1990,645,690,1,1,.7406545,-1,0,0,0,.7406545,2,1,1.481309,2,0,1,1,0,0,3,6,.010818,.003788,3,1,4,2,7,7,3,8
392,"Kashmi",1990,770,750,2,2,.1282554,0,0,0,1,0,12,19,29.24223,228,0,49,0,0,0,3,3,.010209,.06939,2,3,3,2,7,7,6,6
400,"ECUADO",1991,135,130,2,3,.6662477,0,0,0,0,.6662477,19,20,253.1741,380,0,1,1,0,0,3,3,.00212,.001062,2,1,1,1,1,1,6,6
401,"NAGORN",1991,371,373,2,2,,-1,0,0,0,,18,12,,216,0,36,,,,1,3,,,1,1,3,3,7,7,8,8
395,"LIBERI",1991,439,451,1,1,.6717325,-1,-1,0,0,.6717325,7,5,23.51064,35,-4,4,1,0,0,2,4,.000442,.000216,1,1,3,4,7,8,8,8
396,"GHANA/",1991,461,452,2,2,.2093275,1,1,0,0,.2093275,4,4,3.349241,16,0,0,1,0,0,4,2,.000193,.000729,1,1,1,1,6,1,6,6
398,"BUBIYA",1991,645,690,1,1,.6281727,0,1,0,0,.6281727,2,2,2.512691,4,0,0,1,0,0,3,3,.007202,.004263,2,1,2,2,8,7,6,1
406,"IRAQ N",1992,2,645,3,4,.9539014,-1,1,1,0,0,21,2,40.06386,42,361,361,0,1,0,2,3,.172949,.008358,4,2,1,1,6,1,2,3
403,"YUG. I",1992,345,344,2,3,,0,0,0,0,,21,15,,315,0,36,,0,,3,3,.025273,,3,2,4,4,7,7,8,8
403,"YUG. I",1992,345,346,2,3,,-1,0,0,0,,21,,,,,,,0,,3,6,.025273,,3,1,4,4,7,7,8,8
407,"GEORGI",1992,365,372,2,3,,-1,0,1,0,,19,13,,247,0,36,,1,,2,3,.087616,,4,2,3,3,7,7,8,3
401,"Nagorn",1992,371,640,3,4,,0,1,0,0,,18,21,,378,9,9,,,0,1,2,,.014725,1,2,1,1,7,6,2,3
404,"PAPUA/",1992,910,940,2,3,.9494163,1,1,0,0,0,4,,,,,,0,0,0,3,2,.000244,.000013,1,1,2,2,7,6,2,3
409,"OPTN.",1993,652,666,2,3,.7052341,0,0,0,1,0,2,20,28.20936,40,0,324,0,0,0,3,4,.017341,.007248,1,3,2,3,7,7,8,8
409,"OPTN.",1993,666,660,1,1,.8803595,-1,0,1,0,0,20,10,176.0719,200,0,100,0,0,0,1,3,.007248,.000985,3,1,2,3,3,3,2,3
411,"HAITI",1994,2,41,2,3,.9889891,-1,1,1,0,.9889891,21,4,394.6066,84,289,289,1,1,0,1,4,.227511,.002533,4,1,1,1,6,1,2,6
410,"CAMERO",1994,475,471,2,2,.7823303,0,0,0,0,.7823303,4,5,15.64661,20,0,1,1,0,0,3,3,.001833,.00051,3,1,3,3,7,7,6,6
412,"IRAQ D",1994,645,2,1,1,.06661,1,0,0,1,0,2,21,2.797622,42,0,361,0,0,1,3,2,.016236,.227511,2,4,1,1,6,6,6,3
412,"IRAQ D",1994,645,690,1,1,.5996454,-1,0,0,0,.5996454,2,4,4.797163,8,0,4,1,0,0,3,6,.016236,.01084,2,1,1,1,6,6,6,3
